Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
16-05-2022,143,148.9,141.75,148.45,146.62,408712,3711,59925772,75946,18.58,7.15,5.45
13-05-2022,148.65,149.95,143.45,144.05,146.07,915340,8780,133701422,156088,17.05,6.5,-4.6
12-05-2022,151.35,152.9,148,148.6,149.99,493912,7842,74081522,150302,30.43,4.9,-2.75
11-05-2022,154,157,150.1,152.65,153.27,356319,3459,54613827,61072,17.14,6.9,-1.35
10-05-2022,157.85,161.25,154.65,155.3,158.7,884046,8606,140298112,318871,36.07,6.6,-2.55
09-05-2022,159,159.75,155.9,159,158.3,1266710,7244,200518035,897471,70.85,3.85,0
06-05-2022,156.95,160.25,156.05,159.05,158.6,1103683,6538,175042359,542706,49.17,4.2,2.1
05-05-2022,159.2,160.75,157,158.1,159.52,2059014,7601,328462377,1173307,56.98,3.75,-1.1
04-05-2022,158.95,161.75,157.4,158.65,157.83,5988556,13234,945186678,5330082,89,4.35,-0.3
02-05-2022,156,158.35,153.2,157.5,156.9,1212666,18504,190264702,798457,65.84,5.15,1.5
29-04-2022,160.5,160.9,150.05,153.6,158.42,2939184,12396,465631703,1046912,35.62,10.85,-6.9
28-04-2022,158.9,160.05,155.25,159.7,157.14,1331109,5906,209164517,787237,59.14,4.8,0.8
27-04-2022,157.4,159.55,155.15,155.55,157.34,638473,4760,100455109,132520,20.76,4.4,-1.85
26-04-2022,156.5,158.4,156,157,157.08,506718,3221,79593968,272804,53.84,2.4,0.5
25-04-2022,160,160.85,155.5,155.95,157.2,628748,3832,98838806,329950,52.48,5.35,-4.05
22-04-2022,162.45,162.95,159.9,160.25,161.43,542318,4101,87544011,203784,37.58,3.05,-2.2
21-04-2022,162.3,163.35,160.45,162.75,161.39,894550,3737,144370582,553876,61.92,2.9,0.45
20-04-2022,162,163.2,159.05,160.45,161.2,1233161,3738,198784656,914703,74.18,4.15,-1.55
19-04-2022,164.95,166.3,159.5,160.65,163.58,1999982,13361,327148729,853672,42.68,6.8,-4.3
18-04-2022,155.4,164,154.8,163.3,160.83,3762988,19555,605210140,1046933,27.82,9.2,7.9
13-04-2022,153.8,156.2,152.8,153.9,154.33,571469,5557,88196003,168648,29.51,3.4,0.1
12-04-2022,152.8,153.65,150.8,152.65,152.41,299763,2855,45686273,61244,20.43,2.85,-0.15
11-04-2022,152.2,154.55,151.9,153.05,153.28,416612,3614,63859692,115032,27.61,2.65,0.85
08-04-2022,154.6,154.85,151.2,152,152.27,653126,7456,99451424,217504,33.3,3.65,-2.6
07-04-2022,153.5,157.7,152.35,153.5,155.32,1645470,16216,255569246,492389,29.92,5.35,0
06-04-2022,150.4,155.25,148.3,153.05,153.05,2764267,25297,423066646,882640,31.93,6.95,2.65
05-04-2022,145.8,150.5,144.8,149.15,147.31,890258,8795,131145075,254854,28.63,5.7,3.35
04-04-2022,142.4,146,141.5,144.25,143.86,1281139,12109,184308346,395379,30.86,4.5,1.85
01-04-2022,137,143.4,136.85,142.95,140.78,1256869,8482,176947030,234953,18.69,6.55,5.95
31-03-2022,135,135.6,134.4,134.95,135.18,317478,1746,42916064,43201,13.61,1.2,-0.05
30-03-2022,134.95,135.6,133.4,135,134.4,651490,5150,87561077,181836,27.91,2.2,0.05
29-03-2022,135.8,135.8,133.85,134.35,134.51,209032,2602,28116702,115916,55.45,1.95,-1.45
28-03-2022,135.7,135.7,133.9,134.8,134.58,159314,1876,21439949,50758,31.86,1.8,-0.9
25-03-2022,136.1,136.2,134.2,134.7,134.88,266426,3265,35936857,127392,47.82,2,-1.4
24-03-2022,133,135.65,133,135.4,134.91,443606,4897,59845862,189008,42.61,2.65,2.4
23-03-2022,132.9,133.65,132.25,133.45,133.09,295886,3400,39379818,105870,35.78,1.4,0.55
22-03-2022,133.1,134.15,131.8,132.85,132.98,204467,2645,27190759,66795,32.67,2.35,-0.25
21-03-2022,133.4,133.4,131.7,132.95,132.52,201032,3858,26640811,82603,41.09,1.7,-0.45
17-03-2022,132.8,134.25,131.95,132.9,133.03,158331,1961,21063537,37243,23.52,2.3,0.1
16-03-2022,132.9,133,131.5,132.65,132.17,223411,2642,29527920,105219,47.1,1.5,-0.25
15-03-2022,131.45,132.95,130.55,131.1,131.8,174758,1879,23032693,36464,20.87,2.4,-0.35
14-03-2022,132.8,132.9,130.85,132.1,131.58,142613,2586,18765581,33886,23.76,2.05,-0.7
11-03-2022,132.9,133.4,131.5,131.9,132.25,213491,2088,28234591,60691,28.43,1.9,-1
10-03-2022,133.3,135.05,132,132.9,133.28,677442,7311,90291557,316587,46.73,3.05,-0.4
09-03-2022,134.85,134.85,131,131.5,131.65,1381317,8197,181848638,1000087,72.4,3.85,-3.35
08-03-2022,130,135.75,130,133.6,133.31,2439084,13782,325158574,1671258,68.52,5.75,3.6
07-03-2022,129,130.5,126.85,130,128.72,864276,7254,111250685,174553,20.2,3.65,1
04-03-2022,133,133.35,129.85,130.25,131.31,391280,3913,51380454,62788,16.05,3.5,-2.75
03-03-2022,132.95,133.4,130.25,131.85,131.8,522443,4625,68858725,224397,42.95,3.15,-1.1
02-03-2022,132.25,135,130.5,130.95,132.22,1302999,10837,172280231,987516,75.79,4.5,-1.3
28-02-2022,128.3,133.9,128.3,133.5,132.03,330685,3345,43661495,,,5.6,5.2
25-02-2022,124.5,130.95,124.5,130.3,128.65,408070,3496,52497448,70802,17.35,6.45,5.8
24-02-2022,127.5,128.95,123.7,124.2,126.3,615771,4831,77772312,171344,27.83,5.25,-3.3
23-02-2022,132.05,133.4,129.8,130,131.76,689636,3514,90864790,507141,73.54,3.6,-2.05
22-02-2022,131.4,132.45,127.9,132.05,129.85,340236,3586,44179086,64091,18.84,4.55,0.65
21-02-2022,132.9,134.2,131.1,131.85,132.33,754980,12160,99908694,361817,47.92,3.1,-1.05
18-02-2022,132.55,134.15,131.9,132.35,132.67,526570,7887,69858700,299465,56.87,2.25,-0.2
17-02-2022,134.95,134.95,132.35,132.65,133.16,477573,3511,63594546,131193,27.47,2.6,-2.3
16-02-2022,134.7,136.65,132.85,133.15,134.65,349680,3915,47083197,77662,22.21,3.8,-1.55
15-02-2022,131.5,135.8,130.6,135.35,132.94,395941,4750,52635058,121853,30.78,5.2,3.85
14-02-2022,136.4,136.4,131.85,132.5,134.39,280016,2998,37630581,48601,17.36,4.55,-3.9
11-02-2022,135.9,137.7,135.2,137.1,136.77,229059,2519,31328870,55806,24.36,2.5,1.2
10-02-2022,135.5,136.85,134.35,136.4,136.15,252413,4458,34365604,112747,44.67,2.5,0.9
09-02-2022,135.95,135.95,133.8,135.05,134.89,165797,2199,22364189,50724,30.59,2.15,-0.9
08-02-2022,134.15,135.5,132.8,134.95,133.98,277263,3968,37146895,86091,31.05,2.7,0.8
07-02-2022,134.25,136.35,134.2,135.15,135.47,304857,4647,41300399,99861,32.76,2.15,0.9
04-02-2022,136.9,137.5,133.9,134.25,135.71,285647,3027,38766161,77698,27.2,3.6,-2.65
03-02-2022,137.4,138.5,136.25,136.6,137.4,341123,3599,46868826,114454,33.55,2.25,-0.8
02-02-2022,141.85,142.65,140.2,140.9,141.06,1320632,8370,186289003,839935,63.6,2.45,-0.95
01-02-2022,144.3,144.3,140.45,141.2,142.45,748544,6995,106631093,334460,44.68,3.85,-3.1
31-01-2022,142.3,143,138.55,142.05,140.97,979170,11120,138032885,272292,27.81,4.45,-0.25
28-01-2022,141,143.85,138.05,140.2,141,1006389,7796,141899123,196822,19.56,5.8,-0.8
27-01-2022,134.45,136.1,133.65,134.95,134.9,449797,4576,60677421,78104,17.36,2.45,0.5
25-01-2022,130.05,135.65,130.05,135.2,133.4,243359,2460,32464596,54580,22.43,5.6,5.15
24-01-2022,132.6,135.2,131,132.55,133.61,676988,8098,90453875,306606,45.29,4.2,-0.05
21-01-2022,134.35,136.1,132.6,134.1,134.71,401192,5102,54043869,149981,37.38,3.5,-0.25
20-01-2022,133.55,136.35,133.55,134.9,135.62,4951931,3336,671589288,150578,3.04,2.8,1.35
19-01-2022,134.3,135.35,132.9,134.85,134.28,477554,3294,64124444,141215,29.57,2.45,0.55
18-01-2022,136.9,137.75,134.45,134.9,135.64,6548042,6464,888194993,221652,3.38,3.3,-2
17-01-2022,134.8,137.25,134.45,136.75,136.43,536648,6132,73215121,281484,52.45,2.8,1.95
14-01-2022,134.5,136.1,133.25,135.35,135.55,440857,5087,59756817,201142,45.63,2.85,0.85
13-01-2022,134.2,136.6,133.5,134.95,135.26,1118876,9296,151335220,499470,44.64,3.1,0.75
12-01-2022,132.5,134.2,132.3,133.85,133.26,551059,5951,73431458,264925,48.08,1.9,1.35
11-01-2022,133,134.05,131.1,132.3,133.05,625991,5535,83286285,171305,27.37,2.95,-0.7
10-01-2022,132,132.3,130.8,131.8,131.54,449912,6653,59183201,176231,39.17,1.5,-0.2
07-01-2022,131,132.2,129.5,131.5,131.1,414739,5873,54370322,155410,37.47,2.7,0.5
06-01-2022,132.1,132.2,129.3,130.9,130.32,482102,5854,62826606,174249,36.14,2.9,-1.2
05-01-2022,132.65,132.9,130.65,132.1,131.7,791215,8245,104201417,329016,41.58,2.25,-0.55
04-01-2022,127.45,133.2,126.85,132.9,130.74,1259195,9514,164629123,195505,15.53,6.35,5.45
03-01-2022,125.75,126.5,124.7,126,125.84,498942,5599,62787356,289302,57.98,1.8,0.25
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
